Yaw,Roll,Pitch,ax,ay,az
258.875,-2.5625,12.625,0.06,-2.44,0.18
257.5,-1.8125,11.875,-2.07,-3.52,-1.05
255.25,-0.5,11,-4.05,-3.48,-1.95
254.3125,-0.1875,10.875,-4.77,-3.19,-1.91
253.5,-0.1875,10.9375,-4.35,-2.87,-2.05
252.875,-0.5,11.125,-3,-2.33,-1.08
252.3125,-1.1875,11.375,-0.58,-1.89,-0.03
251.875,-2,11.5625,0.37,-1.69,0.5
251.5,-2.875,11.8125,1.51,-1,0.79
250.75,-4.0625,12.5625,1.74,-0.55,0.62
250.3125,-4.375,13.125,1.74,-0.01,0.13
249.8125,-4.375,13.75,1.36,0.75,-0.44
249.3125,-4.25,14.375,-0.1,1.99,-1.63
248.75,-4.0625,14.875,-0.75,2.53,-2.09
248.1875,-3.875,15.1875,-1.61,2.58,-1.98
247.5,-3.875,15.25,-1.05,1.48,-0.94
246.0625,-4.4375,14.375,-0.55,0.47,-0.32
245.25,-4.8125,13.625,-0.07,-0.5,0.16
244.5,-5.1875,12.875,0.06,-1.67,1.1
243.75,-5.375,12.25,-0.02,-2.04,1.32
243,-5.5,11.875,-0.24,-2.03,1.48
242.3125,-5.5625,11.75,-0.55,-1.85,1.49
241.6875,-5.5,11.8125,-0.93,-0.97,0.55
240.5,-5.375,12.1875,-0.96,-0.7,0.2
239.9375,-5.3125,12.375,-1,-0.55,-0.17
239.375,-5.1875,12.5625,-1.15,-0.25,-0.74
238.875,-5.125,12.75,-1.11,-0.24,-1.13
238.375,-5.125,12.875,-1.11,-0.06,-1.21
237.875,-5.1875,13,-0.35,0.41,-0.63
237.3125,-5.375,13.125,0.24,0.24,-0.58
236.8125,-5.6875,13.125,0.58,-0.05,-0.41
235.6875,-6.0625,12.8125,0.53,-0.71,-0.33
235.125,-6.0625,12.5625,0.12,-1.06,-0.41
234.5,-5.9375,12.3125,-0.28,-1.16,-0.64
233.9375,-5.75,12.1875,-0.77,-1.13,-0.88
233.375,-5.5625,12.125,-1.43,-0.83,-1.21
232.875,-5.4375,12.0625,-1.42,-0.66,-1.25
231.9375,-5.5,11.9375,-1.22,-0.75,-1.2
231.5625,-5.6875,11.75,-1.08,-0.75,-0.59
231.125,-5.8125,11.625,-0.97,-0.85,-0.21
230.75,-6,11.4375,-0.75,-0.86,0.16
230.4375,-6.1875,11.1875,-0.03,-1.21,1.11
230.0625,-6.375,11.0625,0.13,-1.42,1.25
229.75,-6.4375,10.9375,0.27,-1.67,0.91
229.125,-6.125,11.0625,-0.91,-0.82,0.74
228.8125,-5.875,11.3125,-1.01,-0.73,0.15
228.625,-5.5625,11.5,-1.72,-0.08,0.24
228.375,-5.4375,11.75,-1.62,0.22,-0.2
228.125,-5.375,11.875,-1.79,0.66,0.03
227.875,-5.375,11.875,-1.04,0.15,0.29
227.375,-5.4375,11.5625,-0.85,-0.23,0.59
227.1875,-5.4375,11.375,-0.38,-0.79,0.86
226.9375,-5.3125,11.25,-0.5,-0.99,1.01
226.8125,-5.0625,11.1875,-0.6,-0.87,1.08
226.5625,-4.8125,11.25,-0.49,-1.04,0.74
226.4375,-4.4375,11.3125,-1.41,-0.75,-0.19
226.3125,-4.0625,11.5,-1.8,-0.63,-0.53
226.1875,-3.75,11.8125,-2.15,0.08,-1.07
226.125,-3.1875,12.25,-2.35,0.26,-1.19
226.1875,-3.0625,12.4375,-2.24,0.44,-1.16
226.25,-3.125,12.5625,-1.81,0.47,-1.06
226.25,-3.25,12.5625,-0.8,0.42,-0.4
226.25,-3.375,12.5625,-0.34,0.4,0.11
226.25,-3.4375,12.5,0.06,0.04,0.87
226.1875,-3.25,12.375,-0.67,-0.4,0.73
226,-2.3125,12.125,-1.43,-0.58,0.5
225.875,-1.5625,11.9375,-2.51,-0.68,0.38
225.8125,-0.8125,11.75,-4.23,-1.09,0.04
225.8125,-0.1875,11.4375,-4.91,-1.52,0
225.875,0.25,11,-5.09,-1.97,0
226.125,0.625,10.5,-4.11,-3.62,0.76
226.3125,0.8125,10.125,-3.5,-3.8,0.9
227.375,1,10.1875,-3.44,-3.48,1.44
228.0625,1,10.6875,-2.89,-3.18,1.25
229,1,11.5,-2.16,-1.24,0.71
229.9375,1,12.625,-2.21,0.09,0.73
231,1,13.6875,-1.79,3.05,0.46
231.9375,1,14.6875,-1.15,4.02,0.36
232.75,1,15.375,-0.74,4.04,0.62
234.1875,1,15.4375,-0.34,3.42,0.94
234.6875,1.125,15.0625,0.04,2,1.99
235.125,1.3125,14.5,0.06,1.05,2.46
235.5,1.6875,13.9375,-0.03,-0.08,2.6
235.9375,2.25,13.375,-0.43,-0.96,2.65
236.3125,3,13,-2.43,-2.66,1.54
237.3125,4.75,12.9375,-3.25,-2.64,0.88
238,5.6875,13.3125,-4.2,-2.35,0.33
238.875,6.375,13.875,-5.33,-0.98,-0.18
239.8125,6.875,14.5,-5.26,-0.39,-0.23
240.875,7.125,15.0625,-4.7,0.11,-0.15
241.9375,7.1875,15.5625,-2.14,0.84,0.67
243.0625,7.1875,16,-1.37,0.94,0.87
244.25,7.25,16.4375,-0.77,1,0.83
246.5,7.9375,17.3125,-0.49,1.25,0.37
247.5625,8.5625,17.8125,-0.68,1.44,-0.15
248.5,9.3125,18.375,-1.24,1.63,-0.76
249.4375,10.1875,18.875,-2.2,1.85,-1.12
250.3125,11.125,19.1875,-3.56,1.74,-2.23
251.1875,11.9375,19.5,-4.26,1.2,-2.63
252.125,12.625,19.625,-4.35,0.99,-2.43
254.125,13.375,19.6875,-3.5,0.23,-1.85
255.25,13.5,19.75,-2.67,0.14,-1.47
256.5625,13.5625,19.875,-1.79,0.21,-1.14
257.875,13.625,20.1875,-0.98,0.53,-0.85
259.25,13.875,20.6875,-0.1,1.94,-0.6
260.5,14.25,21.25,-0.5,3.27,-1.03
261.6875,14.8125,21.6875,-1.72,3.5,-1.39
263.5,16.1875,21.9375,-2.33,3.06,-1.61
264.3125,16.875,21.6875,-2.71,2.29,-1.72
265.0625,17.3125,21.3125,-2.91,1.42,-1.66
265.875,17.625,21,-2.58,0.51,-0.9
266.75,17.8125,20.75,-1.71,0.57,0.09
267.75,17.875,20.6875,-1.32,0.88,0.56
269.9375,18.125,20.75,-0.58,1.3,0.74
270.9375,18.375,20.8125,-0.42,1.51,0.68
272,18.6875,20.9375,-0.41,1.77,0.54
272.9375,19.1875,21.0625,-0.5,1.88,0.15
273.875,19.75,21.1875,-1.25,2.05,-0.48
274.75,20.25,21.1875,-1.79,1.88,-1.11
275.625,20.75,21.1875,-1.8,1.89,-1.2
277.375,21.5,21,-1.7,1.85,-1.21
278.25,21.8125,20.8125,-1.63,1.82,-1.11
279.0625,22,20.625,-1.44,1.61,-1.13
279.875,22.1875,20.3125,-1.22,1.3,-0.96
280.6875,22.3125,20.0625,-1.39,0.87,-0.9
281.5,22.5,19.8125,-1.6,0.76,-0.87
282.3125,22.6875,19.5,-1.68,0.35,-1.07
283.9375,22.875,19,-1.73,0.48,-0.95
284.8125,22.875,18.75,-1.49,0.31,-1
285.6875,22.875,18.5625,-1.28,0.11,-1.09
286.625,22.9375,18.3125,-1,0.27,-0.84
287.5,22.9375,18.0625,-0.73,0.19,-0.83
288.5,22.9375,17.9375,-0.46,1.11,-0.77
290.5,23,17.9375,-0.46,1.62,-0.74
291.5,23,18,-0.14,2.04,-0.97
292.4375,23.0625,18,0.05,2.27,-1.23
293.3125,23.125,17.9375,0.31,2.53,-1.8
294.0625,23.25,17.8125,-0.22,2.33,-1.93
294.6875,23.375,17.5625,-0.52,2.12,-1.82
295.3125,23.5625,17.25,-0.55,1.38,-1.57
296.3125,23.5625,16.3125,-0.38,0.95,-1.45
296.8125,23.5,15.875,-0.14,0.65,-1.32
297.3125,23.4375,15.5,-0.16,0.6,-1.01
297.8125,23.375,15.1875,-0.31,0.67,-0.47
298.25,23.375,14.8125,-0.59,0.71,-0.17
298.6875,23.4375,14.5,-0.87,0.03,-0.2
299.0625,23.5,14.0625,-1.1,-0.44,-0.46
299.8125,23.9375,13.125,-1.32,-0.9,-0.76
300.25,24.1875,12.75,-1.65,-1.1,-0.87
300.75,24.4375,12.375,-1.93,-1.2,-1.3
301.3125,24.625,12.125,-1.92,-1.04,-1.47
301.9375,24.75,11.9375,-2.1,-0.68,-1.46
302.625,24.8125,11.8125,-2.08,0.02,-1.41
303.3125,24.875,11.5625,-1.95,-0.14,-1.42
304.5,25.0625,10.6875,-1.86,-0.43,-1.42
305.125,25.125,10.1875,-1.95,-0.68,-1.24
305.75,25.25,9.5625,-2.01,-0.89,-0.84
306.375,25.375,9,-1.97,-0.92,-0.69
307.125,25.4375,8.5,-1.76,-0.86,-0.66
307.875,25.5625,8.0625,-1.34,0.04,-0.98
308.75,25.625,7.75,-1.22,0.48,-1.22
310.5,25.8125,7.3125,-1.34,1,-1.25
311.375,25.875,7.0625,-1.23,1.88,-1.44
312.25,25.9375,6.75,-1.2,2.14,-1.29
313.0625,25.9375,6.3125,-0.97,2.25,-1.06
313.75,25.875,5.8125,-0.64,2.2,-0.75
314.4375,25.8125,5.125,0.49,1.19,-0.12
315,25.8125,4.375,0.48,0.82,0.09
316.0625,26.125,2.875,0.21,0.52,0.23
316.5625,26.4375,2.1875,-0.45,0.17,0
317.125,26.8125,1.5625,-0.87,0.07,-0.27
317.75,27.1875,1.0625,-1.03,0.04,-0.75
318.375,27.5625,0.625,-1.99,0.29,-1.57
319.0625,27.875,0.1875,-2.37,0.25,-1.58
319.75,28.1875,-0.1875,-2.58,0,-1.59
321.125,28.5,-1.3125,-2.69,-0.67,-1.41
321.8125,28.4375,-1.875,-2.48,-1,-1.19
322.625,28.25,-2.375,-2.1,-1.21,-0.94
323.5625,27.9375,-2.75,-1.57,-1.21,-0.68
324.5625,27.5,-2.875,-0.37,-0.48,-0.61
325.75,27.0625,-2.8125,0.33,1.18,-0.74
327,26.6875,-2.5625,0.47,2.98,-0.96
329.4375,26.125,-1.8125,0.27,3.73,-1.18
330.5,26,-1.5,0.29,4.22,-1.63
331.4375,25.9375,-1.375,-0.24,4.32,-1.82
332.1875,25.875,-1.5,-0.99,3.72,-2.26
332.6875,25.9375,-1.875,-1.2,2.96,-2.35
333.0625,25.9375,-2.4375,-2.04,2.2,-1.59
333.3125,25.8125,-3.125,-1.07,-0.68,-0.26
333.8125,25.0625,-4.6875,-0.47,-1.29,0.07
334.25,24.625,-5.25,0.04,-1.54,0.14
334.875,24.25,-5.625,0.04,-1.25,0.27
335.5625,24.0625,-5.6875,-0.78,-0.12,-0.09
336.3125,24.0625,-5.75,-1.36,0.49,-0.59
337.125,24.0625,-5.6875,-2.78,1.59,-1.45
337.9375,24.0625,-5.8125,-2.73,1.42,-1.58
338.6875,24,-6,-2.56,1.16,-1.49
340,23.25,-6.8125,-2.34,0.97,-1.02
340.625,22.625,-7.3125,-1.33,0.56,0.16
341.25,21.875,-7.75,-0.54,0.49,0.49
341.9375,21.0625,-8.125,0.15,0.6,0.83
342.6875,20.25,-8.3125,0.69,0.79,0.87
343.375,19.5625,-8.375,0.84,2.23,1.24
344.625,18.5625,-8.25,0.81,2.49,1.12
345.1875,18.3125,-8.375,0.71,2.42,0.96
345.5625,18.1875,-8.625,0.21,1.6,0.39
345.875,18.1875,-9,-0.35,1.06,0.18
346.125,18.3125,-9.4375,-2.65,-0.58,-0.75
346.375,18.5,-9.9375,-3.36,-0.99,-1.11
346.6875,18.75,-10.375,-4.11,-1.22,-1.14
347.5625,18.8125,-11.1875,-4.42,-1.28,-1.11
348.125,18.4375,-11.4375,-3.71,-0.79,-0.45
348.8125,17.75,-11.5625,-2.89,-0.25,0.22
349.5625,16.75,-11.625,-1.83,0.44,1.04
350.375,15.5625,-11.625,-0.52,0.91,1.7
351.1875,14.375,-11.5,2.22,1.97,2.77
351.9375,13.3125,-11.5,2.49,2,2.56
352.625,12.5625,-11.5,2.2,2.02,2.23
353.9375,12.3125,-11.875,0.3,1.89,1.1
354.4375,12.75,-12.1875,-0.93,1.69,0.49
354.9375,13.25,-12.5625,-2.07,1.42,0.07
355.4375,13.75,-13.125,-3.23,-0.43,-0.61
355.875,13.75,-13.8125,-2.91,-1.02,-0.38
356.3125,13.8125,-14.4375,-2.35,-1.35,0.08
357.5,12.75,-15,-0.85,-1,0.96
358.1875,12.125,-14.9375,-0.05,-0.59,1.1
359,11.6875,-14.8125,0.39,0.11,1.2
359.75,11.4375,-14.625,0.63,0.86,1.03
0.5625,11.375,-14.5,0.11,2.01,0.34
1.25,11.5,-14.625,-1.1,2.24,-0.44
1.875,11.75,-14.875,-1.74,1.84,-0.75
2.9375,12.1875,-16.125,-2.65,0.6,-1.04
3.4375,12.1875,-16.875,-2.74,-0.26,-1.01
3.9375,12,-17.6875,-2.71,-1.03,-0.71
4.5625,11.6875,-18.3125,-2.14,-1.76,0.29
5.1875,11.1875,-18.75,-1.64,-1.75,0.86
6,10.625,-19,-1.14,-1.4,1.56
6.875,10.0625,-19.125,0.8,0.46,2.54
8.9375,9.1875,-19.1875,1.18,1.25,2.78
10,9,-19.3125,1.4,1.94,2.97
11.125,9.125,-19.5625,1.64,2.6,3.02
12.1875,9.5,-20.125,1.79,3.07,2.65
13.1875,10.125,-21,1.45,2.94,2.37
14.125,11.0625,-22,-0.22,2.22,1.99
15,12.125,-23.25,-1.84,1.33,2.16
15.8125,13.125,-24.5625,-2.1,0.5,2.47
17.1875,14.5,-27.375,-1.77,-0.44,2.88
17.875,14.875,-28.6875,-0.05,-1.92,3.62
18.625,15.25,-29.625,0.69,-2.35,3.8
19.5625,15.625,-30.25,1.04,-2.31,3.86
20.625,16.1875,-30.5,0.94,-1.75,3.6
21.9375,16.875,-30.5,-0.64,1.19,1.56
23.375,17.5625,-30.4375,-1.03,2.23,0.82
25.9375,18.75,-30.375,-1.19,2.81,0.13
27.0625,19.125,-30.5,-0.63,3.14,-0.85
27.875,19.5,-30.6875,-0.44,3.12,-0.72
28.625,19.6875,-30.9375,0.31,2.88,-0.72
29.25,19.9375,-31.3125,0.6,2.85,-0.28
29.75,20.25,-31.625,1.57,2.18,0.92
30.25,20.5625,-32,1.83,1.92,1.23
31.25,21.5,-32.8125,2.15,1.58,1.49
31.8125,22.125,-33.25,2.13,1.48,1.36
32.375,22.9375,-33.6875,1.8,1.31,1.06
33,23.875,-34.1875,1.35,1.19,0.49
33.625,24.9375,-34.625,-0.7,1.17,-1.46
34.25,25.9375,-35.0625,-1.26,1.3,-2.03
34.875,26.8125,-35.4375,-1.6,1.39,-2.57
35.875,27.9375,-36.0625,-1.59,1.91,-2.56
36.1875,28.125,-36.25,-1.22,2.15,-1.94
36.3125,28.125,-36.4375,-0.32,2.19,-1.14
36.3125,28,-36.75,0.65,1.98,-0.21
36.25,28,-37.125,2.54,1.08,1.57
36.1875,28.125,-37.625,3.13,0.31,1.85
36.25,28.625,-38.1875,1.6,-0.68,1.24
36.4375,29.3125,-38.5,0.59,-0.44,0.33
37.5,30.8125,-38.625,-0.36,0.14,-0.61
38.125,31.4375,-38.1875,-1.21,0.92,-1.53
38.75,31.8125,-37.625,-1.87,2.87,-2.49
39.1875,31.9375,-36.875,-1.63,3.74,-2.43
39.375,31.8125,-36.125,-1.03,4.29,-2
39.3125,31.5,-35.5625,2.05,3.78,-0.06
38.9375,31.3125,-35.125,2.8,3.07,0.63
37.875,31.3125,-35,3.22,2.23,1.21
37.3125,31.8125,-35.1875,3.5,1.23,1.22
36.875,32.5625,-35.375,2.2,0.01,0.92
36.5625,33.5625,-35.5,0.98,-0.25,0.4
36.3125,34.6875,-35.5,-2.58,0.01,-1.34
36.1875,35.75,-35.4375,-3.15,0.21,-1.7
36.0625,36.625,-35.125,-3.16,0.4,-1.81
35.5625,37.4375,-34.5,-2.65,0.45,-1.72
35.25,37.5,-34.125,-0.46,0.09,-0.95
34.9375,37.4375,-33.75,0.54,0.18,-0.34
34.625,37.375,-33.375,1.52,0.21,0
34.4375,37.5625,-33,2.09,0.49,0.25
34.375,37.9375,-32.625,1.76,1.88,-0.47
34.3125,39.375,-32.125,1.03,2.43,-0.93
34.25,40.375,-32,0.28,2.92,-1.51
34,41.375,-31.9375,-0.96,3.1,-2.76
33.5625,42.375,-32.125,-1.56,3.07,-3.06
32.9375,43.3125,-32.3125,-2.04,2.74,-3.07
32.1875,44.0625,-32.625,-1.72,1.03,-2.17
31.1875,44.75,-32.9375,-1.19,0.43,-1.68
30.1875,45.25,-33.0625,-0.54,-0.08,-1.32
28.1875,46.125,-32.9375,0.25,-0.39,-0.41
27.375,46.5625,-32.6875,0.62,-0.2,-0.23
26.625,47.0625,-32.3125,0.92,0.06,-0.33
26.0625,47.6875,-31.875,0.77,0.58,-0.33
25.4375,48.4375,-31.4375,0.54,1.35,-1.47
24.9375,49.375,-31.125,-0.67,1.98,-2.61
24.3125,50.4375,-30.875,-2.12,2.35,-3.35
22.6875,52.5625,-30.5625,-2.64,2.37,-3.47
21.625,53.5,-30.4375,-2.87,2.1,-3.43
20.375,54.25,-30.3125,-2.83,1.51,-3.26
18.875,54.875,-30.125,-2.19,0.04,-2.64
17.375,55.4375,-29.8125,-1.95,-0.56,-2.05
15.8125,55.8125,-29.3125,-0.78,-1.42,-1.04
13.125,56.4375,-28,0.12,-1.78,-0.68
12.0625,56.875,-27.1875,-0.06,-1.47,-0.48
11.125,57.375,-26.3125,-0.26,-1.07,-0.75
10.3125,58,-25.375,-0.88,-0.58,-0.88
9.5625,58.75,-24.5,-1.9,-0.01,-1.82
8.6875,59.375,-23.5625,-2.66,0.17,-2.39
7.8125,60,-22.625,-2.86,0.12,-2.52
5.8125,60.75,-20.5625,-2.74,-0.26,-2.28
4.75,60.875,-19.5,-2.41,-0.52,-2
3.6875,60.8125,-18.4375,-2.03,-0.78,-1.58
2.625,60.75,-17.3125,-1.15,-1.19,-0.8
1.625,60.625,-16.1875,-0.79,-1.3,-0.65
0.75,60.5625,-15.0625,-0.5,-1.35,-0.64
359.9375,60.5625,-14,-1.04,-0.88,-0.77
358.5625,60.75,-11.875,-1.23,-0.59,-0.91
357.9375,60.8125,-10.8125,-1.33,-0.32,-1.16
357.375,60.875,-9.8125,-1.26,-0.09,-1.47
356.75,60.9375,-8.75,-1.15,0.17,-1.84
356.125,60.9375,-7.6875,-1.2,0.4,-2.15
355.4375,61,-6.8125,-1.47,0.23,-2.09
354.6875,61,-5.875,-1.54,-0.01,-2.01
352.9375,61.0625,-4.375,-1.54,-0.35,-1.94
351.9375,60.9375,-3.625,-1.63,-0.61,-1.7
350.9375,60.8125,-2.875,-1.52,-1,-1.3
350.0625,60.5625,-2.1875,-1.51,-0.92,-0.95
349.25,60.25,-1.4375,-1.31,-0.88,-0.74
348.5,59.9375,-0.6875,-0.76,-0.57,-0.59
347.875,59.625,0,-0.73,-0.29,-0.65
346.75,59.125,1.3125,-0.87,-0.05,-0.7
346.1875,58.875,1.9375,-0.96,0.19,-0.94
345.6875,58.6875,2.625,-1.38,0.59,-1.08
345.125,58.4375,3.1875,-1.31,0.67,-1.21
344.5625,58.125,3.8125,-1.21,0.69,-1.24
344,57.75,4.3125,-1.04,0.73,-0.92
343.375,57.375,4.9375,-0.94,0.7,-0.79
342.0625,56.4375,6.0625,-0.8,0.62,-0.69
341.375,56,6.5625,-0.63,0.42,-0.54
340.6875,55.5625,7.125,-0.66,0.44,-0.47
340.0625,55.1875,7.625,-0.7,0.54,-0.53
339.375,54.8125,8.1875,-0.94,0.72,-0.44
338.75,54.5,8.6875,-1.15,0.91,-0.53
338.0625,54.125,9.25,-1.06,0.85,-0.63
336.5625,53.375,10.1875,-1.1,0.82,-0.6
335.8125,53.0625,10.625,-1.23,0.5,-0.69
335,52.6875,11,-1.51,0.4,-0.59
334.25,52.3125,11.5,-1.46,0.35,-0.72
333.5,51.875,11.9375,-1.46,0.46,-0.96
332.875,51.375,12.5,-1.13,1.31,-0.97
332.375,50.8125,13.125,-0.87,1.87,-0.71
331.3125,49.4375,14.3125,0.02,2.43,-0.37
330.625,48.75,14.875,0.27,2.59,-0.19
329.8125,48.0625,15.4375,0.33,2.53,-0.02
328.875,47.5625,15.875,0.15,2.4,0.16
327.8125,47.1875,16.25,-1.05,1.07,0.2
326.5625,46.9375,16.625,-1.42,0.49,0.01
325.3125,46.6875,16.9375,-1.54,-0.01,-0.35
322.9375,46.1875,17.625,-1.79,-0.43,-0.67
321.9375,45.8125,18,-1.75,-0.3,-0.77
321.0625,45.375,18.5,-1.6,0.06,-0.85
320.25,44.875,19.0625,-1.47,0.84,-0.9
319.5,44.375,19.5625,-1.44,1.17,-0.94
318.75,43.875,20,-1.63,1.29,-0.9
316.9375,43,20.5,-1.84,0.83,-0.59
315.9375,42.5,20.5,-1.75,0.41,-0.47
314.9375,42,20.5,-1.58,0.09,-0.34
313.9375,41.5,20.4375,-1.14,-0.32,-0.46
313,40.9375,20.5,-1.36,-0.48,-0.54
312.125,40.5625,20.625,-1.63,-0.36,-0.87
311.375,40.1875,20.8125,-2.03,-0.08,-1.08
310,39.5625,21.4375,-3.03,0.76,-1.05
309.375,39.25,21.6875,-2.97,0.94,-1.1
308.75,38.6875,21.8125,-2.87,0.94,-0.91
308.125,38.125,21.75,-1.88,0.44,-0.42
307.5,37.375,21.5,-1.23,-0.02,-0.31
306.8125,36.5625,21.3125,-0.64,-0.31,0.26
306.125,35.8125,21.1875,-0.8,-0.4,0.34
304.875,34.625,21.3125,-1.07,-0.34,0.21
304.25,34.1875,21.4375,-1.31,-0.22,0.04
303.625,33.8125,21.5625,-1.43,-0.1,-0.24
303,33.5,21.6875,-1.69,-0.18,-0.94
302.4375,33.25,21.75,-1.88,-0.29,-1.2
301.8125,33,21.6875,-2.05,-0.45,-1.58
301.1875,32.8125,21.625,-2.31,-0.72,-2.05
299.9375,32.1875,21.625,-2.58,-0.54,-1.89
299.4375,31.8125,21.5625,-2.46,-0.5,-1.97
299,31.3125,21.5,-2.16,0.14,-1.59
298.6875,30.8125,21.5,-1.95,0.45,-1.21
298.3125,30.1875,21.375,-1.39,0.5,-1.15
297.9375,29.625,21.125,-1.07,-0.07,-0.72
297.5,29.1875,20.8125,-1.34,-0.21,-0.59
296.5,28.5,20.0625,-1.66,-0.4,-0.57
296.0625,28.25,19.75,-1.81,-0.65,-0.86
295.625,27.9375,19.4375,-2.32,-0.79,-1.21
295.3125,27.625,19.1875,-2.53,-0.67,-1.31
295.0625,27.1875,19,-2.38,-0.56,-1.55
294.875,26.6875,18.8125,-1.98,0,-1.42
294.75,26.125,18.5625,-1.86,0.15,-1.21
294.375,24.875,18.125,-1.62,0.14,-1.22
294.1875,24.25,17.875,-1.64,0.13,-1
294,23.625,17.625,-1.79,0.22,-0.83
293.8125,23.0625,17.375,-1.8,0.27,-0.73
293.625,22.4375,17.0625,-1.39,0.01,-0.51
293.4375,21.75,16.6875,-1.24,-0.14,-0.47
293.125,20.5625,16,-1.15,-0.32,-0.51
293,20.0625,15.6875,-1.27,-0.39,-0.48
292.875,19.5625,15.5625,-1.91,-0.04,-0.19
292.8125,19,15.4375,-2.03,0.37,-0.13
292.75,18.375,15.375,-2.08,0.81,0.11
292.6875,17.6875,15.1875,-0.6,0.69,-0.05
292.625,17.0625,14.875,-0.38,0.47,-0.03
292.375,16.0625,14.25,-0.39,0.3,0.02
292.1875,15.6875,14,-0.97,0.14,-0.06
292.0625,15.375,13.875,-1.33,0.15,-0.21
291.9375,15,13.75,-1.65,0.15,-0.36
291.8125,14.625,13.625,-1.79,0.01,-0.73
291.6875,14.0625,13.5,-1.61,0,-0.57
291.625,13.5,13.4375,-1.39,0.03,-0.33
291.4375,12.1875,13.1875,-1.06,-0.05,-0.3
291.4375,11.625,13.0625,-0.89,-0.1,-0.02
291.375,11.125,12.9375,-0.91,-0.18,0
291.3125,10.625,12.8125,-1,-0.24,-0.05
291.25,10.1875,12.75,-1.12,-0.21,-0.11
291.1875,9.8125,12.6875,-1.49,0.02,-0.38
291.125,8.875,12.5625,-1.58,0.19,-0.32
291.125,8.4375,12.5,-1.25,0.39,-0.42
291.1875,7.9375,12.3125,-1.07,0.53,-0.36
291.125,7.4375,12.125,-0.95,0.53,-0.25
291.125,7,11.875,-0.84,0.51,-0.1
291.0625,6.5625,11.5625,-1.18,-0.03,-0.05
290.9375,6.1875,11.3125,-1.65,-0.1,0.01
290.8125,5.875,11,-2.12,-0.2,0.01
290.5625,5.125,10.5625,-2.69,-0.49,-0.01
290.5,4.625,10.3125,-2.49,-0.81,-0.18
290.5625,4,10.0625,-2.12,-1.07,-0.31
290.625,3.3125,10,-1.82,-1.01,-0.2
290.75,2.5625,10.0625,-1.56,-0.35,0.19
290.875,1.8125,10.1875,-1.07,0.47,0.37
291.0625,1.125,10.25,-0.95,0.84,0.52
291.3125,0,10.1875,-0.79,0.72,0.44
291.375,-0.5625,10.0625,-0.61,0.46,0.32
291.4375,-1.0625,9.8125,-0.72,0.34,0.56
291.4375,-1.4375,9.5625,-0.71,-0.16,0.31
291.5,-1.8125,9.375,-0.97,-0.08,0.38
291.5625,-2,9.1875,-1.32,-0.01,0.33
291.625,-2.1875,9,-2.14,0.31,0.1
291.875,-2.5625,8.5,-2.16,0.27,0.1
292,-2.8125,8.125,-2,0.11,0.04
292.1875,-3.0625,7.75,-1.77,-0.07,-0.06
292.375,-3.3125,7.3125,-1.44,-0.24,-0.09
292.625,-3.5625,7,-1.36,-0.16,-0.03
292.875,-3.875,6.75,-1.26,-0.01,0.04
293.0625,-4.125,6.5625,-1.2,0.88,0.26
293.3125,-4.375,6.375,-1.06,0.92,0.27
293.75,-4.75,5.625,-0.93,0.84,0.22
294,-4.8125,5.125,-1.14,0.55,0.19
294.1875,-4.875,4.5,-1.26,0.2,0.07
294.375,-4.875,3.9375,-1.4,-0.15,-0.03
294.625,-4.9375,3.375,-1.73,-0.19,0.12
294.875,-5.125,2.9375,-1.35,-0.22,0.73
295.125,-5.4375,2.5625,-0.82,-0.12,0.99
295.4375,-5.875,2.1875,-0.16,0.03,1.15
295.75,-6.3125,1.9375,0.36,0.43,1.19
296.375,-6.8125,1.625,0.45,0.69,1.03
296.625,-6.875,1.4375,0.18,0.85,0.87
